ID,NAME (vertical file),AMNH OPAC,LOC/VIAF with URI,ALT NAME 3,DATES,DATE end,Date Note,SITES,PURPOSE,PERSONNEL,DEPARTMENT,SPONSORS,OTHERS,Documentation Materials,Publications,Field11,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000130,Chapman Colombian Expedition,,,,1916,,"Part of a six year study, which started in 1910, and continues.","Colombia, Bolivia, Peru, Argentina, Brazil; Ecuador, Chile, and Barbados on the journey home.","To survey Andes, collect material for habitat groups","Chapman, Frank M., leader; Miller, Leo E., sci.; Boyle, Howarth, sci.; Cherrie, George K., Fuertes, T. A.",,,,AMNH Library Vertical File.,"AMNH Annual Report No. 48, 1916, pp. 29-30, 78-79  AM Juornal, April 1916, p 207, AMJ, Oct. 1918, p. 495.  Various publications by Chapman, mentioned in the articles above.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000132,Nicaraguan Expedition,Nicaraguan Expedition (1st : 1916),,,1916,,"Several months, returning in January 1917.",Nicaragua,To make a biological survey of Nicaragua and collect zoological specimens,"Halter, Clarence R., leader; Mannhardt, L.A., leader from Yale University.",Ichthyology and Herpetology Dept. and Yale University.,AMNH Cleveland H. Dodge Fund.,,AMNH Library Vertical File.  Photos taken,"AMNH Annual Report No. 48, 1916, p. 71; P.C. 2 Authority File; AMJournal May 1916, p. 335, Oct. p. 411, AMJ, XVII, 2, Feb. 1917, pp. 151-152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000133,North Carolina Expedition,North Carolina Expedition (1916),,,1916,,,Mountains of North Carolina,To add specimens to reptile and batrachian collections,"Dunn, Emmett R., leader (Instructor in zoology at Smith College).",Dept. of Ichthyology and Herpetology.,,,AMNH Library Vertical File.,"AMNH Annual Report No. 48, 1916, pp. 71-72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000134,Vertebrate Palaeontology Expeditions,,,,1916,,,"Northwest Montana; New Mexico, Colorado; Wyoming",To search for dinosaurs,"Brown, Barnum, leader (Montana); Granger, Walter, leader (New Mexico, Colorado); Stein, William, leader (Wyoming); Olsen, George, sci.; Matthew, W.D., sci.; Osborn, H.F., sci. et. al.",Dept. of Vertebrate Palaeology.,,,AMNH Library Vertical File.,"AMNH Annual Report No. 48, 1916, pp. 81, 82; AMJournal, March 1916, pp 209-211. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000135,Andrews First Asiatic Expedition,Asiatic Zoölogical Expedition of the American Museum of Natural History (1st : 1916-1917),,,1916 ,-1917,,Eastern and Southwestern China (Yunnan Province),To collect mammals and birds,"Andrews, Roy C., leader",Dept. Mammalogy and Ornithology.  ,Various trustees,"Andrews, Mrs.; Heller, Edmund; Caldwell, Harry R.Frick, Henry C. and Frick, Childs, and others.",AMNH Library Vertical File.  Photos. Taken by Yvette Borup Andrews.,"AR, No. 48, 1916, pp. 30-31, 77; No. 49, 1917, p. 29; AMJ, XVI, 2, Feb, 1916, pp. 105-106; XVII, 8, Dec. 1917, pp. 509-536; Also later AMJs through 1920.  P.C. 2 Authority File (""First Asiatic Zoological Expedition""); AMNH Catalog of Special Film Collection, p. 22 (""Frontiers of a Forbidden land."").  Andrews. Roy C. Camps and Trails in China, NY, Appleton & Co., 1920.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000136,Nelson Kentucky Expedition,,,,1916 ,-1917,,"Mammoth Caves, Kentucky, Green River",To investigate prehistoric caves,"Nelson, Nels C., leader",Dept. of Anthropology.,,,AMNH Library Vertical File.,"AMJ, XVII, 4, April 1917, pp. 221-233; Nelson, ""Contributions to the Archaeology of Mammoth Cave and Vicinity, Kentucky."" Anthropological Papers of the AMNH, Vol. XXII, Part I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000137,Primitive Peoples,,,,1916 ,-1917 ; 1918,Spring.,"Aztec, New Mexico",To excavate pueblo ruin,"Nelson, Nels C., leader; Morris, Earl H., leader (University of Colorado)",Dept. of Anthropology.,"Morgan, J.P.; Huntington,, Archer M.",,AMNH Library Vertical File. Photos taken,"AMNH Annual Report No. 48, 1916, pp. 84-85.; No. 49, 1917, p. 92; AMJ, XVI, 1, Jan. 1916, p. 76?; XVI, 4, April, 1916, p. 265; XVII, 2, Feb. 1917, pp; 85-99, AMJ Nov., 1917, pp. 461-471.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000138,Eastman Expedition to South America,,,,1917,,Left for S. America in June.,"Brazil, Paraguay, Uruguay, Argentina","Primarily in the interest of the Vert. Pal. Dept and to collect fossil and recent fish, and to foster cooperation with scientific institutions and individuals in Central and South America.","Eastman, C.R., leader","Depts. Recent and Extinct fishes, and Vertebrate Palaeontology",,,AMNH Library Vertical File.,"AMJ, XVII, 7, Nov. 1917, pp. 503-504, AMNH Annual Report # 49 for the year 1917, p. 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000139,Nicaraguan Expedition,,,,1917,,,"No. highlands, tropical forest, Mombacho, El Viejo volcanoes",To collect birds,"Miller, W., leader; Griscom, Ludlow, sci.",Dept. of Mammals and Birds..,"with the help of Richardson, Wm., who had lived in the country many years, and had helped the Museum in previous collections made in 1906-9.",,AMNH Library Vertical File.,"AMJ, XVII, 6, Oct. 1917, pp. 421-422, AMNH Ann. Rept. #49 for 1917, p. 81.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000140,Puerto Rican Expedition,,,,1919,,August-Oct.,"Puerto Rico, and neighboring islands.",To collect reptiles and study habits,"Schmidt, Karl P., leader",Existing Reptiles and Amphibians.,,,AMNH Library Vertical File.,"AMNH Annual Report No. 51, for year 1919, p. 85.  Scientific Survey of Porto Rico and the Virgin Islands, NY Ac. Sciences, by Karl P. Schmidt, 1928. See p.3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000141,Rainey Asiatic Expedition,Third Asiatic Zoological Exped.,,,1918,,"Left San Francisco on July 27, and ended with the Armistice.","China, Manchuria, Harbin then travelled East on Trans-Siberian Ry. ",,"Rainey, Paul J., leader; Heller, Edmund, sci.",,"Rainey, Paul J.?",,AMNH Library Vertical File.,"AMNH Annual Report No. 50, 1918, p. 28, 29.  Also see Synopsis of book by Rainey ""Trans-Siberian Special, in Vertical File.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000142,Vertebrate Palaeontology Expedition,,,,1918,,,"Huerfano Basin, Colorado",To collect fauna,"Granger, Walter, leader, Olsen, (George, Hills, R.C., of Denver.",Dept. Vertebrate Palaeontology. ,,,AMNH Library Vertical File.,"AMNH Annual Report No. 50, 1918, p. 29, 81; AMNH Bulletin, XLI, art. 15, pp.557-569, article by H.F. Osborn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000143,Vertebrate Palaeontology Expedition,,,,1918,,Almost certainly in previous and later years.  See N.History references. ,"Snake Creek, Western Nebraska",To collect fossil mammals,"Thomson, Albert, leader",Dept. Vertebrate Palaeontology. ,,,AMNH Library Vertical File.,"AMNH Annual Report No. 50, 1918, p. 81; Natural History , Sept. - Oct., 1921, pp.557-8, Nov. - Dec. 1921, p.661.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000144,Spinden Central American Expedition,,,,1918,-1919,,"Central America; Colombia, Mexico.",To collect archaeological and ethnological specimens of Indian decorative art,"Spinden, Herbert J., leader",Dept. of Anthropology.,,,AMNH Library Vertical File.,"AMNH Annual Report No. 50, 1918, p. 29, 88; Natural History Magazine, Jan. 1919, p. 120; Spinden, Ancient Civilizations of Mexico and Central America, New York, AMNH, 1917.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000145,Aztec Excavation,,,,1918,-1919 ; 1920 ; 1921 ; 1922,Previous expeditions had been to this area.  See Library Vert. File.,"Aztec, New Mexico",To excavate Indian ruins,"Morris, Earl H., leader; Hyde, B.T.B., sci.; Douglass, A.E., sci.; Wissler, Clark, sci.",Dept. of Anthropology.,"Huntington, Archer M.",,AMNH Library Vertical File.,"AR, No. 50, 1918, p. 29; No. 51, 1919, pp. 100-101; No. 52, 1920, p. 104; No. 53, 1921, pp. 106-107; No. 54, 1922, p. 104; NH, XX, 3, May-June, 1920, p. 336; XXI, 2, March-April, 1921, p. 214; Morris, ""The Aztec Ruin, The Aztec Ruin Annex."" Anthropologica., etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000146,Arizona Expedition,,,,1919,,,Southeastern Arizona (Huachuca Mountains),"To collect reptiles, especially lizards","Camp, R.D., leader",Dept. of Existing  Reptiles and Amphibians.,,,AMNH Library Vertical File.,"AMNH Annual Report No. 51, 1919, p. 86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000147,Brown Cuban Expedition,Brown Cuban Expedition (1918-1919),,,1918,- 1919,Summers,"Banos de Ciego Montero, 30 km west of Cienfuegos and Soledad, Cuba: 
","To collect fossils and study extinct animals of Cuba. Also collected spiders, insects, land shells and Poeciliid fishes","Brown, Barnum, leader, Falkenbach, C.",photos taken,"Barbour, Dr. Thomas; Museum of Comparative Zoology",,AMNH Library Vertical Fhotos taken.,"AMNH Annual Report No. 50, pub. In 1919, pp. 67 and 81; P.C. 2 Authority File (""Barnum Brown Expedition to Cuba""), AMNH Bulletin , O'Connell, M., 1920, v. 42, art. 16; AMNH Bull. King 1926, vol. 48, art. 8; Barnum Brown Expedition to Cuba.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000148,Cherrie Venezuelan Expedition,,,,1919,,,Venezuela,To collect birds,"Cherrie, George K., leader",,,,AMNH Library Vertical File.,"Natural History magazine, XIX, 3, March 1919, p. 360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000149,Crampton Polynesia Expedition,,,,1919,,,"Moorea, Society Islands",To survey progressive evolution of land mollusks,"Crampton, Henry E., leader",Dept. Invertebrate Zoology.,,,AMNH Library Vertical File.,"AMNH Annual Report No. 51, 1919, p. 75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000150,Havasupai Indian Expedition,,,,1919,,,Arizona,To study Havasupai culture and collect materials,"Spier, Leslie, leader",For Dept of Anthropology.,,,AMNH Library Vertical File,"AMNH Annual Report No. 51, 1919, p. 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000151,Southwest Indian,,,,1919,,,"Arizona (Apache, Zuni), Rio Verde Valley, Havasupai tribe",To study archaeology and ethnology of tribes and add to collections,"Spier, Leslie, leader; Parsons, Elsie Clews, sci.; Kroeber, A.L., sci.",,,,AMNH Libery Vertical File.,"AMNH Annual Report No. 50, 1918, p. 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000152,Spinden Central American Expedition,,,,1919,,,"Nicaragua, Colombia",To study Indian tribes and ancient civilizations of Central America and collect native artifacts and the handicrafts,"Spinden, Herbert J., leader",Dept. of Anthropology. ,,,AMNH Library Vetical File.,"Natural History magazine, XIX, 1, Jan. 1919, p. 120; Spinden, Ancient Civilizations of Mexico and Central America, New York, AMNH, 1917, AMNH Ann. Rep. #50, for 1918. P. 120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000153,Vertebrate Palaeontology,,,,1919,,,"Agate, Nebraska",To collect fossils,"Thomson, Albert, leader; Olsen, George, sci.",Dept. of Vertebrate Paleontology.,,,AMNH Library Vertical File.,"AMNH Annual Report No. 51, 1919, p. 92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000154,Andrews Second Asiatic Expedition,2nd Asiatic Zöological Expedition of the American Museum of Natural History (2nd : 1918-19120); Central Asiatic Expeditions (1921-1930),,,1918,-1920,,"Gobi Desert, Mongolia, Northern China",To study region and collect specimens,"Andrews, Roy C., leader",Dept. of Mammalogy.,,,AMNH Library Vertical File.  Photos taken by Yvette Borup Andrews.,"AR, No. 50, 1918, p. 28; No. 51, 1919, pp. 87-88; P.C. 2 Authority File (""Second Asiatic Zoological Expedition""); NH, XX, 1, Jan-Feb 1920, p. 110; XX, 4, Sept-Oct, 1920, pp. 356-373; Andrews, Roy C., Across Mongolian Plains, New York, Appleton, 1921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000155,Anthony Jamaica Expedition,Anthony Jamaica Expedition (1919-1920),,,1919,-1920,,Jamaica,To explore island and collect fossils and recent mammals,"Anthony, H.E., leader (Dept. of Mammals); Falkenbach, Charles, sci. (Dept. of Palaeontology)",Depts. Mammals and Palaeontology.,,,AMNH Library Vertical File. Photos taken,"AMNH Annual Report No. 51, for 1919, p. 88, 92; No. 52, for 1920, p. 94; Natural History magazine, XIX, 6, Dec. 1919, p. 755; XX, I, Jan.-Feb., p 111., XX, 2, March-April 1920, pp. 157-168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000156,Ruthling Mexican Expedition,,,,1919,-1920,,"Mexico City, Vera Cruz, Guadalajara, Jalisco",To collect reptiles,"Ruthling, Paul, leader",Dept. Herpetology.,,,AMNH Library Vertical File.,"AMNH Annual Report No. 51, 1919, p. 86; No. 52, 1920, p. 85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000157,Watson Jamaican Expedition,,,,1919,-1920,,Jamaica,To add to entomological materials on West Indies,"Watson, Frank E., leader",Dept. Invertibrate  Zoology,"Clark, B. Preston",,AMNH Library Vertical File.,"AMNH Annual Report No. 51, 1919, p. 75; No. 52, 1920, p. 74, Nat. History, March/April, 1920, p. 220.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000158,Colorado Entomological Expedition,,,,1919,-1920-1921-1922,,"(Upper Sonoran Plains to Snow line), Colorado,Jackson Hole, Wyoming; Idaho, Utah; Indiana","To collect invertebrates, especially wild bees","Lutz, Frank E., leader; Schwarz, Herbert F., sci, Bailey, Pierce, Jr. ",Dept. of invertebrate zoology.,"Bailey, Dr. Pearce",,AMNH Library Vertical File. photos taken,"AMNH Annual Report No. 51, 1919, p. 75; No. 52, 1920, p. 74; No. 54, 1922, p. 74; Natural History magazine, XX, 3, May-June 1920, pp. 312-325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000159,Grand Gulch Expedition,,,,1920, ,,Southern Utah (Grand Gulch Canyon);Mimbres Region (southern New Mexico),To study culture of Cliff-dwellers,"Nelson, N.C., leader; Hyde, B.T.B., sci., Cartier, L.P.",Dept. of  Anthropology.,"Cartier, Mr. & Mrs. L.P.",,AMNH Library Vertical File.,"AMNH Annual Report No. 52. 1920, p. 106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
