ID,NAME (vertical file),AMNH OPAC,LOC/VIAF with URI,ALT NAME 3,DATES,DATE end,Date Note,SITES,PURPOSE,PERSONNEL,DEPARTMENT,SPONSORS,OTHERS,Documentation Materials,Publications,Field11,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000650,Rozen Field Trip to Brazil,,,,1973,,,Brazil,"To collect and study bees, particularly exomalopsines.","Rozen, Jerome G. Jr., leader",Entomology,,,In AMNH library vertical files.,"AMNH Annual Report No. 105, 1973-74, p. 17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000651,Fairservis Field Trips to Pakistan,Allahdino Expeditions.,,,1973,; 1974; 1975,,"Indus Valley, Pakistan",To study Harappan civilization,"Fairservis, Walter A., leader, other members noted in introduction to vol. 1 of Excavations at Allahdino (see Sources).",Anthropology,"Under sponsorship of AMNH, in cooperation with the Government of Pakistan, Ministry of Education; the Frederick Voss Fund of the Dept. Anthropology, and the Foreign Currency Program of the Smithsonian. Funding for vol 3 of Allahdino Expedition Papers.",,In AMNH library vertical files. ,"AMNH Annual Report No. 104, 1972-73, p. 16; No. 107, 1975-76, p. 15; Excavations at Allahdino,  Expedition Papers, vol 1, 2, 3, 1976, 1977, by Walter A. Fairservis: DS378.E9, !, !!, !!!.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000652,Thomas Field Trips to Nevada and Georgia,,,,1973,,ongoing,"Gatecliff Shelter and Toyabe Range, and Monitor Valley, etc., Nevada; and/or convento of Mission Santa Catalina,  and surrounding area, St. Catherine's Island, Georgia.","To excavate archaeological sites In Nevada  and burial mound complex in  St. Catherine's, prehaps best preserved 16/17th  century building in the U. S). ","Thomas, David Hurst, leader, and others.",Anthropology,"Edward John Noble and St. Catherine's Foundations,  Richard Lounsbery Fountation and the U. S. Forest Service; National Geographic Society; National Science Foundation; Voss Fund for Anthropology.",,In Amnh Library vertical files. See also series by Thomas on excavations in Nevada and Georgia. ,"AMNH Annual Report No. 105, 1973-74, p. 16; No. 106, 1974-75, p. 14; No. 107, 1975-76, p. 15; No. 108, 1976-77, p. 15; No 109; 1977-1978. p.11; #110, 1978-1979, p. 12 and subsequent issues.   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000653,Expedition to Panama,,,,1974,,,"Cerro Tacarcuna, Panama; Colombia",To collect amphibians and reptiles,"Myers, Charles W., leader",Herpetology,,,In AMNH Library Vertical Files,"AMNH Annual Report No. 106, 1974-75, p. 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000654,Musser Field Trips to Indonesia,,,,1973,- 1976,,"Sulawesi, Indonesia","To study native rodents, their habitats, and habits.","Musser, Guy G., leader",Mammalogy,Celebes Fund; Archbold Expeditions.,,"AMNH Library  Vertical Files and various publications by Musser, -1984. AMNH Bull, vol 169, art. 2, Sept 1981, and others by Musser.","AMNH Annual Report No. 105, 1973-1974, p.20; 106, 1974-75, p. 18; #107, 1975-1976; #115, 1983-1984, p. 34.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000655,Newell Expeditions to Tunisia,,,,1974,; 1975.  January- February,,Southern Tunisia,To collect Permian fossils,"Newell, Norman D., leader, Rigby, J. Keith, Driggs, Allan, Boyd, Donald W., Stehli, Francis, Gillian Newell.",Invertebrate Paleontology/Fossil & Living Invertebrates,"National Science Foundation and Univ. South Carolina, AMNH, Brigham Young University,and Case -Western Reserve University. ",,"AMNH Library Vertical Files, Permian Reef Complex of Tunisia,  Newell et al. Brigham Young Univ. Geolog. Studies, vol. 23. 1976. Permian Pelecypods from Tunisia, AMNH Novitates, No 2628, 1979.","AMNH Annual Report No. 106, 1974-75, p. 17, #107, 1975-1976, p. 17.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000656,"Tattersall Field Trip to Madagascar, Comoro Islands",,,,1974,,,"Madagascar, Comoro Islands",To study lemurs,"Tattersall, Ian, leader",Anthropology,Frederick G. Voss Anthropology and Archaeology Fund,,AMNH Library Vertical File.,"AMNH Annual Report No. 106, 1974-75, p. 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000657,Myers Poison Dart Frog Field Trip,,,,1974,; 1975; 1976; 1977; 1978,,"Ecuador, Peru, Colombia ",To study poison dart frogs,"Myers, Charles W., leader",Herpetology,"Daly, John W.",,AMNH Library Vertical Files,"AMNH Annual Report No. 106, 1974-75, p. 17; No. 110, 1978-79, p. 22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000658,Carneiro Field Trip to Brazil,,,,1975,,,Central Brazil,"To follow up study of Kuikuru Indians, whom he first visited in 1953-1954.","Carneiro, Robert L., leader",Anthropology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 107, 1975-76, p. 15; No. 108, 1976-77, p. 15

AR #107 mentions this exped., and says he first visited in 1953-4. See Vertical Folder - no notation on S. S..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000659,Vuilleumier Field Trip to Peru and Colombia,,,,1975,,,"Peru (Andes), Colombia",To make distributional and systematic studies of high Andean birds,"Vuilleumier, Francois, leader",Ornithology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 107, 1975-76, p. 20, Natural History Magazine July 1981.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000660,Diamond Field Trip to Solomon Islands and New Guinea,,,,1976,,,"Solomon Islands, New Guinea",To study birds,"Diamond, Jared M., leader",Ornithology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 108, 1976-77, p. 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000661,Dickerman Field Trip to South America,,,,1977,March-April,see Hist. Note,Venezuelan-Brazilian border,To study birds,"Dickerman, Robert W., leader",Ornithology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 108, 1976-77, p. 23, and AMNH Novitates #2732, Nov. 1982, w/ Phelps, W.H.).

For date change from 1976 to ""77 see Novitates No. 2732  or in Vert. File.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000662,Vuilleumier Field Trip to Iran and Kashmir,,,,1976,,,"Iran, Kashmir",To study birds,"Vuilleumier, Francois, leader",Ornithology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 108, 1976-77, p. 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000663,Amadon Field Trip to Africa,,,,1977,,,Africa,To study birds,"Amadon, Dean, leader",Ornithology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 108, 1976-77, p. 23

Date should probably read, since Amadon retured in December 76, and AR mention is for July 1976- June 1977. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000664,Lanyon Field Trip to Georgia,,,,1977,,,"St. Catherine's Island, Georgia",To study behaviorof Carolina Chickadees.,"Lanyon, Wesley E., leader",Ornithology,St. Catherine's Island Research Program (E. J. Noble Fdtn.),,AMNH Library Vertical Files,"AMNH Annual Report No. 108, 1976-77, p. 23, and AMNH Research Report & Biblio. 1976-77.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000665,Schaeffer Field Trip to the Arctic,,,,1977,,,Ellesmere Island,To search for warm-temperate vertebrate faunal remains,"Schaeffer, Bobb, leader",Vertebrate Palaeontology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 108, 1976-77, p. 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000666,Short Field Trip to Mauritius and Seychelles,,,,1977,,,Mauritius and Seychelles,To study birds,"Short, Lester L., leader",Ornithology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 108, 1976-77, p. 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000667,Expedition to Argentina,,,,1978,,month long,Argentine Patagonia,To study Paleocene fossil vertebrate localities,"McKenna, Malcolm C., participated with colleagues from the Field Museum",Vertebrate Palaeontology,Field Museum,,AMNH Library Vertical Files,"AMNH Annual Report No. 110, 1978-79, p. 39

The AR #110 also states  McKenna  travelled on expeditions to Wyoming, and Western Greenland. Apparently Greenland was in 1979, but Wyoming isn't mentioned...GwN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000668,Gaffney Field Trip to West,,,,1978,,,Jurassic formations of Colorado and Wyoming,To look for turtle remains,"Gaffney, Eugene S., leader",Vertebrate Palaeontology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 110, 1978-79, p. 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000669,Le Croy Field Trip to New Guinea,,,,1978,,,"Papua, New Guinea",To study Goldie's Bird of Paradise,"Le Croy, Mary, leader",Ornithology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 110, 1978-79, p. 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000670,Short Field Trip to Kenya,,,,1978,; 1979,,Kenya,To study barbets anf Honeyguides.,"Short, Lester L., leader; Van Gelder, Richard; Jennifer Horne",Ornithology,"Horne, Jennifer (sponsor? GwN)",,AMNH Library Vertical Files,"AMNH Annual Report No. 110, 1978-79, p. 36; No. 111, 1979-80, pp. 36, 37; Natural History Vol. 89, No. 5, May 1980

Natural History, Vol 89, No. 5, 1980 is a citation concerning Van Gelder's case of a new  Malaria strain. GwN..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000671,Diamond Field Trip to New Guinea and Australia,,,,1979,,,"Gauttier Mountains, New Guinea; Australia","To study visual mimicryand explore a previously unstudied, and probably important  region in New Guinea.","Diamond, Jared M., leader",Ornithology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 111, 1979-80, pp. 36, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000672,Guatemala Field Trip,,,,1979,,,Pacific Lowlands of Guatemala,To conduct taxonomic studies of avifauna,"Dickerman, Robert W., leader",Ornithology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 111, 1979-80, p. 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000673,McKenna Field Trip to Greenland,,,,1979,,month long.,"Disko Island, western Greenland",To study Paleocene and Cretaceous deposits,"McKenna, Malcolm C., leader",Vertebrate Palaeontology,,,AMNH Library Vertical Files,"AMNH Annual Report No. 110, 1978-79, p. 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000674,Hidden Cave Project,,,,1979,; 1980,,"Hidden Cave, Nebraskaand St. Catherine's Island, Georgia",To excavate archaeological sites. St. Catherine's is an ongoing project lasting many years.,"Thomas, David Hurst, leader",Anthropology,St. Catherine's sponsored by Edward John Noble Foundation.,,AMNH Library Vertical Files,"AMNH Annual Report No. 111, 1979-80, p. 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000675,Myers Field Trips to Central America,,,,1979,-1980,"Ecuador in Nov., '79 and Panama in March and April, 1980","Ecuador, Panama","To study poison frogs , and environmental impacts of a proposed dam.","Myers, Charles W., leader",Herpetology,,,"AMNH Library Vertical Files show  other references, indicating expeditions took place in many other years, between 1968-1993.  Many details can also be found.  GwN","AMNH Annual Report No. 111, 1979-80, pp. 21-22.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000676,Australia Field Trip,,,,1980,,,"Eastern Lake Eyre basin, Australia","To study fossil remains, and to study Regional Stratigraphy","Tedford, Richard, leader,       Colleagues from Flinders University.",Vertebrate Palaeontology,National Geographic Society; Flinders University (South Australia),,AMNH Library Vertical Files ,"AMNH Annual Report No. 111, 1980-81, p. 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000677,Egyptian Field Trip,,,,1980,,In March,Island of Zabargad (off the coast of Egypt in the Red Sea),"To collect rock samples and study the geology of the island,  specifically relative to the gemstone peridot.","Prinz, Martin, leader,  Gerot Kurat and Gerhardt Niedermayer of the Vienna Natural History Museum.",Mineral Sciences,,,AMNH Library Vertical Files ,"AMNH Annual Report No. 111, 1979-80, p. 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000678,Expedition to Bolivia,,,,1980,- 1987,"usually for 3-4 months during spring, summer or fall.",Bolivia,"To collect mammals, especially bats.","Anderson, Sydney, leader",Mammalogy,,"Anderson, Justine; Pine, Ronald; Remsik, Patricia, etc.",AMNH Library vertical Files,"AMNH Annual Report Nos. 112, 1980-81, p. 26; #113, 1981-2; #114, 1982-3; #115, 1983-4; #116, 1984-85; #117 1985-6; #118, 1986-87; #119, 1987-88.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000679,Gaffney Field Trip to Australia,,,,1980,,4 months ending in July.,"Sydney, Lord Howe Island, Australia",To study horned turtle Meiolania,"Gaffney, Eugene S., leader",Vertebrate Palaeontology,,,AMNH Library vertical Files,"AMNH Annual Report No. 112, 1980-81, p. 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000680,Rozen Field Trip to West,,,,1980,,,"California deserts, southern Nevada, western Arizona","To study life histories of Megandrena and Ancylandrena, and 4 unrelated species of bees who all feed on the same desert plant.","Rozen, Jerome G. Jr., leader, Bobby Rozen.",Entomology,,National Geographic Society,AMNH Library vertical Files,"AMNH Annual Report No. 111, 1979-80, p. 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000681,Schuh Field Trip to Oregon and California,,,,1980,,,"Oregon, northern California","To collect specimens of plant bugs, of the Miridae fauna, collecting 8,000 specimens.","Schuh, Randall T., leader",Entomology,,,AMNH Library vertical Files.,"AMNH Annual Report No. 111, 1979-80, p. 19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
